state,year,exp_amo,dem_comm_exp,rep_comm_exp,dem_adv_exp,rep_adv_exp,dem_research_exp,rep_research_exp,dem_others_exp,rep_others_exp,dem_logistics_exp,rep_logistic_exp,dem_exp,rep_exp,votes_dem_perc,votes_gop_perc,white_pop,black_pop,other_pop
AZ,2016,32215755.449999984,0.91044913,0.8085027799999998,17.912316209999993,12.2629402,0.016049410000000004,0.19933700000000004,0.02740337,0.045571679999999996,0.029634180000000003,0.00355149,10.192598960000002,22.023156489999995,44.17172989809629,47.64234489621707,5773622.0,3.40938,8.26512
AZ,2020,173746258.8900001,3.4474290500000007,1.6526643099999994,79.36945086,78.53223397000004,5.68856907,0.09411719,1.38772928,1.68598631,1.7371718100000004,0.1508875,34.591022599999945,34.104906460000024,49.364690614366616,49.05598103046474,6013442.0,3.76997,8.88278
CA,2012,56153281.07999995,3.7819409399999993,2.24438061,27.34195869,21.247610189999996,0.10676413000000001,0.36455525000000005,0.17207792,0.047472579999999986,0.6468892500000001,0.14756053999999993,30.40203704999999,25.699173050000038,60.23895914168964,37.1203785207048,27987654.0,25.041710000000002,74.56975
CA,2016,60649670.919999965,3.165883599999998,1.24036231,38.31026218,16.353216929999988,0.31879904000000003,0.31645741000000005,0.18455021000000005,0.21987548999999995,0.36252915,0.15681183,31.428790749999994,29.199957399999995,61.72639960455788,31.61710653843944,28484043.0,25.37131,81.45943
CA,2020,149170829.75000095,8.154231010000007,1.9660508499999998,111.35844156000005,23.350977140000012,0.5568799099999999,0.075,0.9249398699999899,0.98695288,1.789493849999997,0.00786268,23.562791799999985,45.41049805999964,63.49922090345022,34.327807888313984,28424739.0,25.52757,85.34727
CO,2012,46577254.97999872,0.88527947,0.8208989699999997,20.950472490000003,19.86970375,0.24831923000000006,0.09645697,1.5777360299999583,0.51165831,1.4296386999999848,0.08647015,23.092258210000033,23.384375860000034,51.49421010370086,46.124947795378894,4577080.0,2.2538400000000003,3.9018300000000004
CO,2016,92461728.77000007,3.4648744199999997,2.092110639999999,42.33918132000001,37.70258956,2.49545458,0.26316674,2.3093339999999976,0.4029841599999998,1.12578914,0.26624421000000004,38.657124559999964,53.80460421000001,48.156980382847394,43.25139737143103,4842319.0,2.5013799999999997,4.46758
CO,2020,63829142.780000046,2.301061189999999,0.5200480900000001,31.42139274000005,28.226102980000007,0.1401317600000001,0.65218935,0.27521084999999995,0.13567303999999997,0.11583778,0.04149500000000001,5.25445915,9.53059096,55.400001166734675,41.89827117554352,5006612.0,2.64479,4.87645
CT,2012,18448011.220000006,0.4246850599999999,0.21298681999999994,13.630292749999999,3.68684336,0.18991,0.0,0.19263927,0.00020393,0.05316032,0.05728971,2.82949374,15.618517480000005,58.14462568754096,40.70372894176565,2944177.0,4.025119999999999,2.47858
CT,2016,887416.64,0.00013704,0.02830363,0.6663726699999999,0.18401939,0.00211971,0.0,0.000165,0.00584328,0.00045591999999999996,0.0,0.08654358000000002,0.80087306,54.56630109670987,40.926914378814786,2886999.0,4.18863,2.7227900000000003
CT,2020,863892.8200000001,0.020786139999999998,0.08618672000000002,0.62130226,0.11020000000000002,0.01607124,0.0,0.0,0.0,0.00832053,0.0,0.09573526,0.0,59.23871335540597,39.20949634924463,2841541.0,4.34585,2.89161
DC,2012,4855708.8900000015,0.11290693000000002,0.051939389999999995,2.8337864099999983,1.3880030799999998,0.06945044,0.0,0.13177114000000004,0.0060298,0.26182170000000005,0.0,1.495414639999999,0.0,90.91311392818727,7.2782914176005225,0.0,0.0,0.0
DC,2016,6076800.300000005,0.6819918500000001,0.02778087,3.9325424999999976,0.26820396999999996,0.41255649999999994,0.0,0.32404069,0.009002580000000001,0.39214361999999997,0.00177472,0.0,0.0,90.86382152999987,4.0874744593083765,0.0,0.0,0.0
DC,2020,2677007777.3300047,4.522052850000005,0.69087701,1741.807651360001,911.85129216,1.2567454099999997,0.0,16.96716202999999,-0.107075,0.01907151,0.0,0.00214522,942.1175414300003,92.14969392140692,5.397321376714793,0.0,0.0,0.0
DE,2012,1121488.4000000004,0.135,0.03785905,0.65279256,0.25716982,0.0,4.642e-05,9.886000000000001e-05,0.018929059999999994,0.019592629999999996,0.0,0.14907685999999998,0.9724115400000004,58.60408709537925,39.97806429480815,652811.0,2.02425,0.59943
DE,2016,235236.56,0.0,0.009594430000000001,0.082925,0.01546189,0.0,0.0,0.0,0.0014778999999999999,0.12577734,0.0,0.0,0.017905059999999997,53.18388160642171,41.78967351923377,665087.0,2.15073,0.68761
DE,2020,2812345.5599999996,0.05088032,0.022000000000000006,1.3633689400000002,1.2522956,0.02,0.0,0.0954689,0.0,0.0083318,0.0,2.09467592,0.0,58.78216702049564,39.80139282950735,674075.0,2.25544,0.74145
FL,2012,83526550.64000072,3.33576603,5.982590449999999,30.233657920000017,38.87571639,0.8400301300000013,0.219425,0.8668043699999997,0.6530034700000003,0.8018672499999997,0.12944505999999995,22.618086039999927,59.32022002999997,50.007865068698685,49.13097776197553,15093632.0,32.1952,9.8467
FL,2016,136648930.29000798,5.484627759999999,5.7312134599999975,53.23826721000005,65.62198422999997,0.39597293999999994,0.84576506,0.4949850999999752,1.9605471399999996,2.4137757100000012,0.46179168000000037,66.56850993000374,70.0804203600011,47.823315805805045,49.021941416590735,16002588.0,34.72527,11.38362
FL,2020,164217648.53999996,4.743803419999999,1.9169618600000002,94.38609944,54.68632979000002,4.067849300000001,0.160586,0.45284218000000015,0.8323602600000003,2.8864059400000013,0.08053945000000001,71.15891884999998,54.55675367000005,47.861450725442225,51.21981962250403,16597392.0,36.33515,12.4683
GA,2012,12816655.589999994,0.34282006,0.43834819999999997,4.65812603,7.21242149,0.0,0.16371399999999997,0.0,0.00042581,0.0,0.0008000000000000001,4.809566309999998,8.007089279999995,45.482160485122,53.29900898706428,6204819.0,30.993879999999997,5.972230000000001
GA,2016,34602608.35000001,0.23906691,1.37823647,14.640068760000002,17.731728840000002,0.033415070000000005,0.15628165,0.00932049,0.3526684799999999,1e-05,0.06181168000000001,16.204665730000002,18.397942620000006,45.640216287365035,50.7715851732965,6305959.0,32.98868,6.97063
GA,2020,532095266.599999,14.65339784999997,13.478513220000057,175.12956279000022,286.1276214800001,16.596021270000016,8.760790810000001,2.497820010000001,10.016078389999999,3.206911470000013,1.6285493100000008,17.57342426000008,10.405797600000012,49.49526943907977,49.25958177695571,6391505.0,34.58147,7.67771
HI,2012,4950821.060000002,0.3541772,0.04094772,3.1583400600000004,1.3645725199999998,0.00284208,0.015,0.0048197,0.00110049,0.00902129,0.0,2.61872475,2.33209631,70.53228655454251,27.851485764161573,358617.0,0.26509,10.095889999999999
HI,2016,2111737.5,0.09341576000000001,0.010906170000000001,1.6598736299999999,0.10128241,0.0,0.0,0.045968930000000005,0.00225158,0.19803902,0.0,1.86667423,0.2450632700000001,62.22149173421739,30.03867700851174,371631.0,0.30735999999999997,10.25104
HI,2020,2263494.8899999997,0.00502417,0.0,2.2584707200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73363923901899,34.26886394217965,361293.0,0.30958,10.23535
IA,2012,19104944.78,0.8598893900000001,0.40997372,8.69127288,8.62941608,0.0009375,0.14316233,0.07728778999999998,0.26075791000000004,0.012112620000000003,0.01905106000000001,6.062630949999997,13.04123033000001,51.988016534149075,46.1778685105361,2849444.0,0.97459,1.29287
IA,2016,122531865.9600002,4.407376519999997,3.7647469399999993,45.55830987000002,63.621703270000076,0.09306943000000001,0.5236176800000001,1.0124882099999988,0.5143779900000001,0.1501773,2.8628782900000003,30.81760139999948,91.69114410000013,41.740489172947406,51.14732722404601,2860458.0,1.16268,1.54645
IA,2020,224377327.3699998,5.48339405,2.4993492999999765,123.2190096800001,86.63528525999999,3.88203833,0.08986300000000001,0.32440924000000004,0.6525515900000001,1.4426696900000004,0.14875723000000002,1.4542532399999994,7.701235520000001,44.89171557144218,53.08932496920226,2859080.0,1.28105,1.67885
ID,2012,451191.02,0.0,0.09830952999999999,0.10898072,0.24383353,0.0,0.0,0.0,6.724e-05,0.0,0.0,0.09001576000000001,0.36117526,32.62233355920978,64.52978349589283,1497593.0,0.11835,0.8589600000000001
ID,2016,1343189.5299999998,0.0,0.13236305,0.5710694700000002,0.59609888,0.0,0.019001,0.000525,0.0034278499999999996,0.0,0.02070428,0.0,1.31575849,27.484926126068714,59.24615422495738,1569732.0,0.1448,0.9816799999999999
ID,2020,651695.07,0.0,0.0012660000000000002,0.0,0.6476118699999999,0.0,0.0,0.0,0.0028172000000000006,0.0,0.0,0.0,0.5640162999999999,33.062935935169136,63.83075780003571,1662365.0,0.16346,1.08354
IL,2012,69172182.69999993,2.0401467800000006,3.3334693900000003,30.83515751,31.44762061999998,0.1699359,0.35764745000000014,0.05526107000000002,0.26843305,0.5337701500000002,0.13074077999999992,29.66110784,39.51107486,57.60348698589879,40.73152226934897,10026424.0,19.01172,9.54914
IL,2016,47014358.610000774,0.66350171,1.4866110500000005,20.223875780000007,23.872282510000012,0.00638912,0.30186498,0.16656760000000104,0.22895390999999998,0.013383779999999951,0.041442599999999996,20.532256729999908,26.472616309999896,55.601581446908426,38.606370150468436,9897625.0,18.79042,10.4386
IL,2020,42352813.41000001,1.663684120000001,1.0670204299999995,30.00799277,8.52316202,0.060892089999999996,0.024087499999999998,0.10215034000000003,0.13823467999999997,0.7170521399999998,0.048537319999999995,8.202006420000005,14.993502589999993,57.492982935492684,40.519155137153604,9726915.0,18.52516,10.9239
IN,2012,36838810.99,0.9611206999999999,2.21434523,15.907518250000004,16.93113751,0.02815,0.10768858999999999,0.050399820000000005,0.5413459700000001,0.02457306,0.07253186,16.39552292000001,20.44328807,43.927302904058386,54.125532380224456,5654491.0,6.16675,2.6653700000000002
IN,2016,58266470.210000195,1.0919373299999997,2.4585580199999986,28.10278264,25.622212550000008,0.03442417,0.018,0.0577695799999999,0.6412409099999998,0.002281360000000001,0.23726364999999994,0.0,33.472237709999966,37.774839686752046,56.94003344841127,5678320.0,6.42941,3.13043
IN,2020,78092103.94999994,1.9953174100000002,1.36007012,42.22289989,30.592528929999972,1.5267084000000002,0.247608,0.00225,0.05390235,0.07270599999999999,0.01811285,33.932316609999994,30.000949550000005,40.96320121535093,57.03063235568532,5709592.0,6.69596,3.53031
KS,2012,983293.2000000002,0.0028174800000000002,0.06048627000000001,0.17687698000000002,0.74298765,0.0,0.0,0.0,0.00012482,0.0,0.0,0.01916724,0.96412596,38.04596567882144,59.65895036903656,2517824.0,1.7762799999999999,1.89805
KS,2016,21444284.690000005,0.37099113000000006,0.8115416599999999,10.730397699999996,2.1220580400000006,0.047545000000000004,0.046295,0.005059,0.034664919999999995,0.0,0.05200468,0.10226779,14.118289339999993,36.05234029295772,56.65453397196732,2520984.0,1.79604,2.10256
KS,2020,76485848.59999998,1.2972224100000003,2.346480919999998,37.72681992000001,33.59992749000001,0.0027565,0.57808,0.13659341999999997,0.39089967000000003,0.37586206,0.031206209999999998,4.972743020000004,9.335108499999997,41.3961663259401,56.17357270887626,2513846.0,1.78725,2.20743
KY,2012,11980967.829999993,0.05591803000000001,0.4288163800000002,3.44872581,7.899013479999997,0.0,0.14159379,0.00012041,0.00677993,0.0,0.0,7.110813880000001,4.8701539500000015,37.80132783444579,60.49314159932161,3888889.0,3.5325300000000004,1.44204
KY,2016,33595271.33000007,0.5835186699999999,1.54288371,9.655604990000006,20.99750401999999,0.09167841,0.04149968000000001,0.36924778000003694,0.13012593999999997,0.07672908000000044,0.10647905,20.65239456999899,12.942876759999109,32.68218833364776,62.5196385519001,3903401.0,3.6750599999999998,1.67275
KY,2020,35941604.03999994,2.35613517,0.30063629000000003,16.193503929999636,14.737134760000007,0.17123759,0.0008500000000000001,0.25972659,0.11422299,0.016112730000000002,0.04198900000000001,1.78836644,2.9828636800000004,36.151514811154044,62.08657186929046,3909923.0,3.78479,1.7927099999999998
LA,2012,3249855.5500000007,0.28891186,0.6443423500000002,0.93261571,1.16748115,0.0,0.125,0.00328632,0.08138698,0.0,0.006831180000000001,0.27494941,2.9749061400000003,40.57746362330215,57.78457572847425,2929570.0,14.91445,1.7995700000000001
LA,2016,32004491.980000153,0.6065273,1.0700913499999993,14.89205722,14.375083470000002,0.06129147,0.13952249,0.06355652,0.5627542100000078,0.06066,0.16694795000000034,12.68049409,19.317997889999994,38.44956609851397,58.08868465356879,2955059.0,15.2463,1.98446
LA,2020,1746344.01,0.0,0.02316150000000001,0.28649,1.401196309999999,0.0,0.0,0.0,0.035496200000000006,0.0,0.0,0.0,0.00403428,39.85145680152621,58.46088241400855,2918843.0,15.247329999999998,2.05218
MA,2012,15476234.739999589,1.4749258100000002,2.199689699999999,5.988170440000001,4.805180460000001,0.0,0.0425,0.3047414599999839,0.00800526,0.653021610000002,0.0,7.721343680000161,7.75489106000015,60.651241079283935,37.51267059730088,5559165.0,5.35191,5.68649
MA,2016,10948599.920000004,0.5856474700000001,0.57058392,3.366231800000001,5.426817989999999,0.01817536,0.0,0.046000420000000014,0.01090333,0.91347025,0.01076938,3.740098630000001,7.208501289999999,60.93029434533854,33.314236590926086,5576223.0,5.89701,6.57684
MA,2020,14729941.760000004,1.0474267099999999,0.23017733,9.631583620000008,3.4013016,0.009000000000000001,0.0,0.0069004,0.14722711,0.05491125,0.20141374,0.84314453,0.0701528,65.60006300596851,32.14191103050557,5554165.0,6.2190199999999995,7.16436
MD,2012,4564119.4399999995,0.17999458000000002,0.22369752,2.93253846,1.1522282200000002,0.00028263999999999996,0.0265,0.00674388,0.009578860000000002,3.391e-05,0.0,1.19471197,3.3368860999999987,61.974190779318505,35.89773233894539,3574008.0,17.74916,5.38068
MD,2016,12046911.019999992,0.5322870199999998,0.8026429600000001,6.3024341,3.54912223,0.43630707,0.0,0.01992777,0.0094288,0.39476106999999994,0.0,0.0,0.0,60.32574423519277,33.90930472854768,3565668.0,18.41676,5.95979
MD,2020,1556515.49,0.16108878000000007,0.15165411,0.07843253,0.46404,0.0,0.29620831000000003,0.0,0.13255554,0.0,0.0,0.10773731,0.94880796,65.36066486007711,32.15029156774875,3539444.0,18.78645,6.27591
ME,2012,6172482.720000002,0.02476,0.02541326,1.9863781299999999,0.39968048,0.0,0.025,0.0,0.00325256,0.0,0.0,0.7068867099999999,0.0,56.22030456566863,41.03750602005841,1265573.0,0.17714000000000002,0.44442
ME,2016,13767282.420000002,0.5354427100000001,0.10864582,7.361769919999997,5.547531339999999,0.0,0.19900492,0.00611466,0.00385243,2.192e-05,0.004898700000000001,5.57795216,8.18933026,47.680931686787005,45.02305962435193,1261844.0,0.20636999999999997,0.48836
ME,2020,125649446.56999993,3.111070929999999,0.8004724000000002,62.0562364099999,52.948881249999985,4.07643934,0.0,0.2758024900000002,0.15524243,1.1655207,0.0907875,2.96657465,8.609404640000001,52.900557917762434,44.22776316759653,1269326.0,0.22691,0.52195
MI,2012,28274064.810000055,1.40036151,1.5934181900000008,10.983492999999996,13.752201269999976,0.11916778,0.1543558,0.11695430999999962,0.043342940000000024,0.052681220000000015,0.05808879000000003,11.308920450000095,16.96514435999996,54.20820421051875,44.710916027420225,7928676.0,14.148439999999999,5.53625
MI,2016,40514178.779998295,3.0299878299999996,0.21526125000000004,20.54782048,14.29937293,0.8288623500000004,0.171042,0.610491470000049,0.28232602,0.36679292999999835,0.16222151999999998,14.153529429998562,26.36064934999998,47.27453095086684,47.49756421999615,7917934.0,14.085989999999999,6.24038
MI,2020,156065744.08000004,5.250496360000002,2.369545469999999,76.86036748000004,62.40065605000003,3.548379810000002,0.46360425000000005,1.8970570399999998,2.03532102,1.0447066,0.13051000000000001,17.963943150000013,15.173649069999987,50.62081829082437,47.83729069113762,7911567.0,14.0789,6.6739999999999995
MN,2012,11009879.60999994,0.37415387999999994,0.14640538,5.447616029999998,1.1509485700000004,0.07232589,0.0,0.07245256000000005,0.00935208000000001,0.2757148000000002,0.01693,0.0,6.900551559999998,52.65230315324626,44.958201106668646,4646105.0,3.0071,4.29828
MN,2016,48677548.26000001,1.2109642800000002,0.11831169,25.975830720000005,2.81610356,0.00214174,0.14083189000000002,0.03646716999999999,0.0772483,2.192e-05,0.0015447999999999998,0.0,27.941432110000008,46.44491857377701,44.92478809350543,4685535.0,3.53124,4.84085
MN,2020,65036700.21000007,1.29971587,0.32463574000000006,31.89288638,8.217712789999997,0.82988426,0.0,0.17814204999999994,0.28816072,0.014030229999999994,0.01339114,10.968180260000002,16.100276899999987,52.39509930974002,45.284942409169375,4723931.0,3.9555599999999997,5.20145
MO,2012,22196457.590000562,0.60687834,0.8452829500000001,13.896979540000007,5.605342190000001,0.061982929999999985,0.047066,0.19766995000000126,0.14898691,0.6358349899999994,0.15043379000000004,5.901420640000008,16.295036950000267,44.38366060859271,53.76395562054639,5049542.0,7.072989999999999,2.6752599999999997
MO,2016,43472478.71000003,0.6384795999999999,2.479269710000001,21.73972038,17.809746380000004,0.0012408500000000002,0.04246975,0.13327683999999843,0.49911632999999994,0.04760697999999994,0.08155188999999996,0.0,17.361971889999694,38.15185754979464,56.79710021546773,5067791.0,7.200189999999999,2.99325
MO,2020,88574779.36000001,0.18880926999999995,0.9154563100000005,42.933885800000006,43.692941870000006,0.5768290899999999,0.08005937999999999,0.00225,0.12665664,0.00031499999999999996,0.05757600000000001,45.11166689,31.518001290000008,41.40878173618836,56.7996557788895,5086188.0,7.255789999999999,3.25661
MS,2012,5070140.88,0.20967977,0.10924019,2.20418001,2.4914113799999997,0.0,0.0405,0.015,0.00012953,0.0,0.0,1.51649461,3.5536462700000007,43.78935954398936,55.28584674358113,1790197.0,11.14071,0.79548
MS,2016,10220194.09,0.28996335,0.7668676700000001,5.274346389999996,3.4713199599999993,0.0035,0.0,0.06024155,0.27500891,0.00045689,0.07848936999999997,0.0,10.10171745,40.1147882717841,57.94103808883564,1773354.0,11.26424,0.8816
MS,2020,10448087.199999997,0.44823399999999997,0.6460954200000002,3.6900473999999996,5.1177213,0.47962900999999997,0.0,0.00645,0.0,0.00907257,0.0508375,5.9271138200000015,3.9878734799999984,41.013307704356365,57.54080436260339,1758081.0,11.24559,0.93509
MT,2012,22251580.530000016,0.80703034,0.16737877999999995,10.470873979999995,10.617031280000004,0.041800000000000004,0.0,0.03453705,0.10463010000000002,0.008298999999999999,0.0,11.215488619999995,0.0,41.708132547548,55.36480331947464,900098.0,0.0545,0.98235
MT,2016,1748669.2899999998,5.88e-05,0.05902348999999999,1.1579647,0.52027842,0.0,0.009,0.0,0.0016322799999999998,0.0,0.0,0.2281728799999999,1.5197848099999998,35.745765337013005,56.16849744642933,927814.0,0.05935,1.0711
MT,2020,167818763.59000012,3.93714532,3.0907363500000007,77.9036168,76.67303138000001,3.927601239999999,0.8264247400000002,0.3294505300000001,0.6212338999999998,0.28453098999999993,0.20694733999999998,24.79560311,18.765422110000014,40.41040033016921,56.72340074288073,950211.0,0.06389,1.12178
NC,2012,14816579.969999999,0.35008454,0.4703418999999998,6.38320943,7.452446789999998,4e-05,0.15741647,2.472e-05,0.00281612,0.0,0.0002,7.145363640000001,7.67121633,48.35096857706757,50.39306410214295,7006490.0,21.47706,5.9528
NC,2016,129726370.4300004,4.33968215,4.394809859999997,63.70005956999999,50.86521970000001,3.17325605,0.43236125999999997,0.7705010000000141,0.7329613200000042,0.5239075500000041,0.37361197000000024,53.712123370002786,75.59424706000394,46.17286616820947,49.82809469618042,7210675.0,22.5393,6.90183
NC,2020,250120818.59000057,4.684562780000001,4.802379550000005,124.11165008000012,108.10758572999993,4.5360575800000005,1.9717727299999996,0.14155949000000007,1.4630876000000004,0.1334753,0.16868775000000003,4.73953135,4.96017505,48.586220571564475,49.934341526509286,7399487.0,23.305629999999997,7.58034
ND,2012,17602980.879999988,0.38591951999999996,0.16811268999999998,8.809129560000006,7.935953269999997,0.0,0.0265,0.26156486999999995,0.015800969999999998,0.0,0.0,7.6483645299999985,9.954616349999998,38.69731088897972,58.315682558557214,630565.0,0.10805,0.59806
ND,2016,197329.70999999996,0.00785088,0.005388979999999999,0.10773685,0.05523211,0.0,0.0,0.02,0.00112089,0.0,0.0,0.04632556,0.15100415000000006,27.22673945870601,62.95562783133929,662681.0,0.2222,0.69533
ND,2020,15706609.289999994,0.10117899,0.06960111000000001,6.921402500000002,8.461439120000001,0.0,0.07815299999999999,0.0,0.0038345700000000003,0.0,0.07100000000000004,9.595879019999996,6.105730269999999,31.756762359080092,65.11404873707572,662555.0,0.25984,0.73523
NE,2012,7826640.649999995,0.030935260000000003,0.4560827,3.4964314499999993,3.7484437799999997,0.02,0.0,0.0010052800000000003,0.07076217000000001,0.0,0.0029800099999999995,1.5809321099999991,6.245708539999996,38.02731441792897,59.80319217904804,1665400.0,0.8890399999999999,0.9899899999999999
NE,2016,13976387.120000001,0.00010479,0.5098875,6.333750149999998,6.878251329999999,0.0,0.20669685999999998,0.000705,0.03943681,0.0,0.007554679999999999,5.926924970000001,8.04946215,33.700353120813276,58.750134745026855,1690996.0,0.9622299999999999,1.18397
NE,2020,9816721.72,0.19443459999999996,0.0025453299999999997,4.61486917,4.7492131299999985,0.0027565,0.0,0.05802321000000002,0.0007417,0.19413808000000005,0.0,0.3240270099999996,0.43214945,39.166794753962606,58.224406851258756,1704129.0,1.00763,1.29516
NH,2012,15909803.130000003,1.0381333199999998,0.5079652399999999,6.283018809999997,6.801494629999999,0.06523875000000005,0.0765,0.19949407000000008,0.00039785,0.93756046,0.0,7.100578190000001,8.809224940000005,51.982681863640785,46.4064726393982,1249139.0,0.1815,0.56943
NH,2016,176716644.8100001,3.51592903,2.93827762,81.22896447999997,83.45080510000008,0.09200103999999999,0.22991499999999998,1.5688288400000001,1.8902335700000001,1.69592558,0.09439574999999999,51.91008782,124.79518819,46.82626266969054,46.4586669819534,1255396.0,0.2138,0.6553100000000001
NH,2020,10098309.25,0.5775445100000001,0.33272296,7.47703885,1.1439353300000001,0.10929519,0.0015499799999999998,0.20687843,0.06526027,0.18408373,0.0,1.5847115799999998,0.6670811799999998,52.822619743172176,45.45504270104298,1266097.0,0.24370999999999998,0.69243
NJ,2012,4479108.219999999,0.2655474,0.10254722000000001,1.7152458099999999,2.0946697700000003,0.034872,0.015,0.1975,0.00039402,0.0009,0.052432,2.08438823,2.39471999,58.377212597231214,40.58927141009568,6529804.0,12.98354,10.16784
NJ,2016,12815014.599999994,2.24501168,0.37881265000000003,7.946486889999999,1.6559973899999998,0.44979419,0.01,0.0022530000000000002,0.0514459,0.06867627999999999,0.006536619999999999,4.744695729999998,8.070318870000001,55.4530844496942,41.350386650029456,6447703.0,13.23504,10.9962
NJ,2020,75229867.47999999,2.9745630200000006,1.02246607,51.96018019,18.490909800000004,0.5237065000000001,0.00625,0.14238872999999994,0.030288489999999998,0.04190747,0.037207210000000004,17.45484656999999,30.73942601,57.14726720847354,41.26155670370976,6388804.0,13.37457,11.559289999999999
NM,2012,7997340.469999857,0.47759435999999994,0.09268214,3.915072219999999,2.8944151499999995,0.012,0.041499999999999995,0.2500141700000002,9.083999999999999e-05,0.31397158999999825,0.0,3.6401420200001104,4.357198450000055,52.992760520466774,42.84332663909013,1736120.0,0.5020100000000001,3.00988
NM,2016,226270.1,0.00011845,0.015688380000000002,0.01191667,0.19525867000000002,0.0,0.0,0.0,0.00328793,0.0,0.0,0.18877828,0.037491820000000016,48.2556471786341,40.04251433324273,1721226.0,0.52473,3.1793099999999996
NM,2020,34392789.86999998,0.6593558400000001,0.25368022,17.304451540000013,11.089758810000003,0.03806686,0.0,0.05406984000000002,0.10334051000000004,0.41890572,0.0005,4.80280461,0.089048,54.28928584957222,43.496669246129464,1716656.0,0.54772,3.25401
NV,2012,57186981.51999754,0.6193887900000001,1.22166125,26.41573077000001,25.255294080000002,0.3485365400000002,0.09866699999999999,0.6463783700000092,0.22791092999999996,2.329287850000001,0.02412594,28.816599610000896,28.37038191000007,52.35624947040056,45.67531564126364,2117644.0,2.43918,3.8243400000000003
NV,2016,124131402.14,1.9267559499999993,2.374104369999999,53.603621500000166,61.068069639999955,0.58591771,0.3830139900000001,0.2368522499999999,0.5766857700000002,2.2438234000000006,1.1325575599999989,61.151739379999974,62.97966275999993,47.91782367811904,45.50069531760242,2197650.0,2.80959,4.38954
NV,2020,86105116.8599998,2.2577842600000015,1.6737021600000004,50.943592470000056,27.139399319999992,1.3537013300000003,0.015,0.09184475000000003,0.09104633,2.488658740000003,0.050387499999999995,34.25815174,39.27458369000002,50.05678195728403,47.6662473245594,2277552.0,3.16303,4.86301
NY,2012,44960095.19000003,2.261881280000002,1.6170278800000006,17.415049310000008,22.21507628999999,0.40061975,0.34545210000000004,0.04621367,0.09507321000000003,0.3082755399999999,0.25500366,21.06420413,23.895468560000023,61.23299242062186,31.48429075641557,13930746.0,34.25285,22.16901
